,pred_entropy-tau,pred_entropy-spearman,brier-tau,brier-spearman,pred_err-tau,pred_err-spearman,log_pred_prob-tau,log_pred_prob-spearman,i_model,method,k,dist,seed,timestamp,i_ens
97cc6e35-1b15-46fc-9552-b767b7c17087,0.06744216058209986,0.098246424398758,0.06390626784819223,0.09307137324399695,0.06630663261988093,0.09656664090722702,-0.06471759976435039,-0.09421584295048557,-1,NC,1,cosine,4,1715627628.533894,
b49da1f8-4694-4901-a0db-a3f51ca617e0,0.16502242884378152,0.24443784237531166,0.13227235252614672,0.1971387537417532,0.1506093869630718,0.2238646409613328,-0.14456766254896142,-0.2152131382627139,-1,NC,100,cosine,4,1715627628.533894,
5fb2b0d6-a647-4920-b621-ca02eec57b12,-0.0026989503268647582,-0.005315277857407911,-0.03532617827001578,-0.053359195538153194,-0.021205603953292115,-0.032427997681836525,0.024993343333268442,0.03791200454693982,-1,AvgDist,1,cosine,4,1715627628.533894,0
325fa61a-9130-4c93-b1ec-cb13be0205bc,0.013454726683593777,0.01906798969719473,-0.021267788692970305,-0.03236927885456675,-0.0060824287902976285,-0.009793743470201866,0.010175478463639438,0.015732179767746567,-1,AvgDist,1,cosine,4,1715627628.533894,1
13b025dc-91f1-4d9d-93ce-e270fdc46afd,0.014135835421200782,0.019947421550252167,-0.02144748753692716,-0.03265138127778722,-0.0056721479521744745,-0.009195470924313333,0.0100990712200013,0.015657913381189794,-1,AvgDist,1,cosine,4,1715627628.533894,2
a240fe4b-fb66-4a88-992c-624867eaab64,0.012852627447691545,0.018026779603187163,-0.01955705903060326,-0.02974446227296159,-0.005191940076637522,-0.008532186553757006,0.00906816835842454,0.014090938473628023,-1,AvgDist,1,cosine,4,1715627628.533894,3
2309387b-ac05-45e6-98f0-f8296db28957,-0.006381618736219316,-0.010041691360688039,-0.0341081138811184,-0.05091675309654228,-0.022926314694837833,-0.03428850224581081,0.02579032135326428,0.03846022561964068,-1,AvgDist,1,cosine,4,1715627628.533894,4
45c67287-7c55-47b4-bc78-9d693b4a5a61,-0.005176758089949646,-0.008277589852974561,-0.03654053697694068,-0.05487536795207068,-0.023174639317902954,-0.03486807840751762,0.02644856697258264,0.03969807370393349,-1,AvgDist,1,cosine,4,1715627628.533894,5
c6c2fd50-3920-4fcf-b749-f15b446a9e39,0.015841546055591137,0.02269693911578648,-0.01897005928233541,-0.028929131036332763,-0.0038911495818961524,-0.006390258730132638,0.008071848153437148,0.012544895555900572,-1,AvgDist,1,cosine,4,1715627628.533894,6
86babd99-a914-4abd-802c-c3bd68c35ecf,0.017796042629590357,0.025604914961355,-0.018385301655667003,-0.02804365804186681,-0.0019534556776552477,-0.003591309066096247,0.006364497531717807,0.010000196530511974,-1,AvgDist,1,cosine,4,1715627628.533894,7
0b62c180-79b3-437d-927a-24c3f40fafa9,0.0022644267144026537,0.0026115154762091693,-0.029830146594277115,-0.04494237791504171,-0.016192701213245526,-0.02467070061159515,0.01977621999514598,0.029949871662576916,-1,AvgDist,1,cosine,4,1715627628.533894,8
27c78c3a-e765-429d-84ea-e2fee647ced6,0.006447505459771594,0.0084434767087134,-0.028317494864410948,-0.04289114419632685,-0.013244705927510435,-0.020543840948116357,0.017559137845289736,0.02681610230304595,-1,AvgDist,1,cosine,4,1715627628.533894,9
01f6c3e9-3be1-47b4-887d-a18570544f47,0.007602561016357751,0.01007397607704198,-0.02908991190018126,-0.044051870223840266,-0.01315199651485116,-0.020461245367226294,0.01746690843753463,0.026706129789862483,-1,ens-AvgDist,1,cosine,4,1715627628.533894,
