,pred_entropy-tau,pred_entropy-spearman,brier-tau,brier-spearman,pred_err-tau,pred_err-spearman,log_pred_prob-tau,log_pred_prob-spearman,i_model,method,k,dist,seed,timestamp,i_ens
ec2e9a6f-01ed-4e86-bd08-ea75fef99d78,0.16557220421860153,0.24168202178024187,0.1579325881840724,0.23059340052827879,0.16374024728559347,0.23899263997907097,-0.1612198848644151,-0.23537394482781832,-1,NC,1,cosine,0,1715626237.669687,
517a458a-2bc7-4092-a45b-fc74f21fbe7f,0.31203469595098293,0.4504771914701776,0.2569597462530152,0.37512922502379376,0.28664783624953843,0.4165522789745214,-0.2759651647954345,-0.4019641132712588,-1,NC,100,cosine,0,1715626237.669687,
8dea9cba-8014-428a-ae96-02e624a6e91a,0.07238336702270655,0.10796580730554485,0.058617708805005754,0.08773096429046795,0.06418994669746356,0.09599294276138517,-0.06248665553908627,-0.09348545878393962,-1,AvgDist,1,cosine,0,1715626237.669687,0
62637209-4d95-4e4c-98a5-f5b3b03e6b7b,0.041664731472915204,0.062226044352500585,0.042283913465416295,0.0634524502448088,0.04080048494455278,0.06115339879373551,-0.04146191075188554,-0.06219867673203933,-1,AvgDist,1,cosine,0,1715626237.669687,1
5d822010-6b0f-4667-bbce-2471fa833e9e,0.12248183430752248,0.18152845608600748,0.0940644311463362,0.13995370643763638,0.10867757319119778,0.1614716011531381,-0.10403374753610353,-0.15476967298955394,-1,AvgDist,1,cosine,0,1715626237.669687,2
078d7c47-b8f7-44bd-9faf-4150f9098bd3,0.060106034810903555,0.09002636202215418,0.05454899871830177,0.08191321502885232,0.056359019847116124,0.08452262706100123,-0.055995222882001615,-0.08406052350211832,-1,AvgDist,1,cosine,0,1715626237.669687,3
672024db-2e71-43b1-bdb6-214da39b3843,0.06383130823732845,0.09533437683763177,0.05843332800746704,0.08789063429301572,0.05922012675028522,0.08884088117654097,-0.058964340561560066,-0.08858011136966129,-1,AvgDist,1,cosine,0,1715626237.669687,4
b92338d1-4e28-41d2-b7f4-41adb22a1152,0.11070417816710923,0.1650935331704023,0.09166463287981233,0.13705503143942846,0.10100500757110768,0.15088449152401348,-0.09793749962621266,-0.1464922235135591,-1,AvgDist,1,cosine,0,1715626237.669687,5
210d796a-7e41-49cc-99d1-b9ae28b22e97,0.044555799589981016,0.06690914736489802,0.04203934771831318,0.06333871098509725,0.04135459918183216,0.0622221313079013,-0.04147325064292441,-0.06235716576706822,-1,AvgDist,1,cosine,0,1715626237.669687,6
2f155c82-9096-4a29-90d1-b2b1bf642792,0.048445149843951,0.07275207626792157,0.04560686570332567,0.06890808795735483,0.04548821382508614,0.0685455495877175,-0.04540604514511917,-0.0684800915368553,-1,AvgDist,1,cosine,0,1715626237.669687,7
0ac028d6-c68e-4075-9543-e9e34f037975,0.02236929804826973,0.0337393303818994,0.020082109215026966,0.030814614542608365,0.019554136391345955,0.029819346772640754,-0.01996409720828472,-0.030470080841066446,-1,AvgDist,1,cosine,0,1715626237.669687,8
eb76e62a-c1cb-42d5-9ce8-eb2a2ca8b984,0.058993684677899484,0.08804034628278054,0.052732217967696456,0.07902753708640911,0.05456968187945938,0.08171542714536056,-0.05397930224856913,-0.08082603351620016,-1,AvgDist,1,cosine,0,1715626237.669687,9
ab2125ae-bad8-4a6f-8d71-794f890f462c,0.07323751180730721,0.1094330520419418,0.06248435530881012,0.09365660328365669,0.06649835715053451,0.09955008836678603,-0.06534888142303065,-0.09790533716199053,-1,ens-AvgDist,1,cosine,0,1715626237.669687,
689c27e4-86f4-42f4-a02f-222658dbe0a1,-0.12740179291947146,-0.19148710947061573,-0.13421523494501825,-0.20045997223861353,-0.13510060357041764,-0.20208098048887227,0.13415402747661045,0.20055480585696306,-1,AvgDist,100,cosine,0,1715626237.669687,0
0385b25b-aade-422b-b500-c533db5da861,-0.16603726032975932,-0.24794364885887482,-0.15456835229206473,-0.23028852826179397,-0.1643890953484447,-0.24505868369793865,0.16044213865365825,0.2391972935024313,-1,AvgDist,100,cosine,0,1715626237.669687,1
626c32fe-2d31-47aa-85db-76c0559fa15f,-0.0716878352354288,-0.10740048422690464,-0.09425549403239782,-0.14091545492695925,-0.08532023970279196,-0.12768819867232956,0.0874664536426807,0.13075134266665145,-1,AvgDist,100,cosine,0,1715626237.669687,2
287d9624-0d6b-4dc3-afa7-d5245459814b,-0.15425760427134014,-0.23029422121323279,-0.15267160548114128,-0.22758724129606558,-0.15749528842827795,-0.23482837403273757,0.1552705041301691,0.2315592242592337,-1,AvgDist,100,cosine,0,1715626237.669687,3
3d173f56-e6c1-4e51-a488-854136dbc756,-0.14024317693958005,-0.21064564048214382,-0.1370106533962986,-0.20416396309315205,-0.14371224415851802,-0.21472442082504176,0.14120487178356833,0.21077240589078258,-1,AvgDist,100,cosine,0,1715626237.669687,4
d9cab1f5-3ce1-4bba-a213-fadd20917640,-0.11183238001285897,-0.1682749867428271,-0.12590454934061723,-0.18842828534732745,-0.12223722205778983,-0.18324866971128262,0.12260693785875806,0.18371533941342058,-1,AvgDist,100,cosine,0,1715626237.669687,5
