,pred_entropy-tau,pred_entropy-spearman,brier-tau,brier-spearman,pred_err-tau,pred_err-spearman,log_pred_prob-tau,log_pred_prob-spearman,i_model,method,k,dist,seed,timestamp,i_ens
bb4a32b1-572b-4727-ab3e-dae176ab43a1,0.06947104183286848,0.10121153027002848,0.06332240472712705,0.09248695334757348,0.06834608272481107,0.09965041384352527,-0.06701287697764392,-0.09776768596695765,-1,NC,1,cosine,3,1715627548.708511,
a20f73c6-e341-4936-9197-35799d42237f,0.16448689526900273,0.2446267983612035,0.12962060724554886,0.1938928214132549,0.14933625959941033,0.2228815802634904,-0.14301730745143745,-0.21372431305580783,-1,NC,100,cosine,3,1715627548.708511,
7e04a96f-6279-473d-8da9-bd6eae119a16,0.006131654023833978,0.008112220293462917,-0.02935393950350203,-0.044452730846394325,-0.012978979715028729,-0.02014671461231331,0.01692489485897126,0.025841157541496906,-1,AvgDist,1,cosine,3,1715627548.708511,0
4cdaeeb0-2fdc-4cae-b1b8-8a0db869053b,0.012395420657653639,0.017495473231427108,-0.027449727443219826,-0.04162194435934324,-0.008991719981252935,-0.014157644457958697,0.013482329446354302,0.02073086781986841,-1,AvgDist,1,cosine,3,1715627548.708511,1
f742c8f7-e1d9-424f-a11b-31acba60769d,0.016898171168970605,0.023559442358159845,-0.021644086140140923,-0.03314692544026478,-0.00391815212866504,-0.006865351934818287,0.008601900878239902,0.0137041502813704,-1,AvgDist,1,cosine,3,1715627548.708511,2
4652ea89-42bf-4989-9be6-b87f01a4c3f0,0.02097041955840626,0.03017030489078918,-0.012710152540472393,-0.019373885372436315,0.0025364939537746603,0.003183655753951169,0.0013852586921002576,0.0025589989336821132,-1,AvgDist,1,cosine,3,1715627548.708511,3
d9e9153a-5a03-4cc6-a159-4353d9657e06,0.004318072325401233,0.005736022593566723,-0.02581970506887158,-0.03864116549180274,-0.012587220232489718,-0.019078007729466887,0.015854507353276263,0.02383411825719921,-1,AvgDist,1,cosine,3,1715627548.708511,4
5f26edc5-d5d1-47ec-90ef-656d794babec,0.0023246527209839036,0.0025666014017507116,-0.02997210050698183,-0.045202744707519144,-0.015495371241615038,-0.023726719768050176,0.018853867460671535,0.028641118145356335,-1,AvgDist,1,cosine,3,1715627548.708511,5
b9468d8a-ba1f-44db-8ecb-38f600862ee7,0.01814591658770964,0.02617462497461001,-0.015785480284431313,-0.024124568966041798,-0.00022240226469071877,-0.0009517873235492823,0.003957176152904677,0.006457403782787132,-1,AvgDist,1,cosine,3,1715627548.708511,6
6562b310-8141-46a1-92c8-b5e2b24b0a23,0.01713355472615701,0.024626859018859634,-0.019642205791955674,-0.029822360308939342,-0.002531453347851055,-0.0043759700178647234,0.006864607009869554,0.01074475469970542,-1,AvgDist,1,cosine,3,1715627548.708511,7
